"a_shc_item_id","min_comp","b_min_comp_nm","c_prcm_sears_div_nbr","c_prcm_sears_itm_nbr","c_unitcost","c_min_margin","prc_recom","prc_rule"
3399892,115.38,"Amazon Marketplace",95,1219,111.78,117.369,117.369,"min_margin"
3399894,114.54,"Amazon Marketplace",95,1220,111.5,117.075,117.075,"min_margin"
3399896,109.86,"Amazon Marketplace",95,1221,111.5,117.075,117.075,"min_margin"
3399897,115.24,"Amazon Marketplace",95,1222,111.5,117.075,117.075,"min_margin"
3399901,90.28,"Amazon Marketplace",95,1224,87.71,92.0955,92.0955,"min_margin"
3399918,163.84,"Amazon",95,1231,99.61,104.5905,163.84,"min_comp"
3399947,95.3,"Amazon Marketplace",95,1251,87.71,92.0955,95.3,"min_comp"
3400248,138.53,"Amazon",95,1309,127,133.35,138.53,"min_comp"
3400250,158.69,"Amazon",95,1311,147.37,154.7385,158.69,"min_comp"
3400255,152.05,"Amazon Marketplace",95,1316,147.37,154.7385,154.7385,"min_margin"
3400306,81.31,"Amazon Marketplace",95,1357,79,82.95,82.95,"min_margin"
3400333,112.02,"Amazon Marketplace",95,1375,108,113.4,113.4,"min_margin"
3403000,121.59,"Amazon Marketplace",95,1377,118,123.9,123.9,"min_margin"
3403325,113.63,"Amazon",95,1432,127,133.35,133.35,"min_margin"
3403330,157.41,"Amazon Marketplace",95,1433,147,154.35,157.41,"min_comp"
3403866,112.54,"Amazon",95,1511,95.38,100.149,112.54,"min_comp"
3403905,115.81,"Amazon Marketplace",95,1521,111.5,117.075,117.075,"min_margin"
3405446,144.84,"Amazon Marketplace",95,1600,140,147,147,"min_margin"
3405705,144.13,"Amazon Marketplace",95,1676,138.99,145.9395,145.9395,"min_margin"
3405719,155.34,"Amazon Marketplace",95,1681,149,156.45,156.45,"min_margin"
3405725,155.52,"Amazon Marketplace",95,1684,149,156.45,156.45,"min_margin"
3405733,166.51,"Amazon Marketplace",95,1685,159.01,166.9605,166.9605,"min_margin"
3405737,164.91,"Amazon Marketplace",95,1687,159.01,166.9605,166.9605,"min_margin"
3404833,216.91,"Amazon",95,1754,150.15,157.6575,216.91,"min_comp"
3404867,176.41,"Amazon Marketplace",95,1759,162.05,170.1525,176.41,"min_comp"
3409412,149.1,"Amazon",95,1783,95.15,99.9075,149.1,"min_comp"
3409497,112.13,"Amazon",95,1784,95.15,99.9075,112.13,"min_comp"
3409570,121.19,"Amazon Marketplace",95,1787,95.15,99.9075,121.19,"min_comp"
3409604,125.52,"Amazon",95,1791,105.55,110.8275,125.52,"min_comp"
3410087,102.47,"Amazon Marketplace",95,1801,98,102.9,102.9,"min_margin"
3410265,102.55,"Amazon Marketplace",95,1818,89,93.45,102.55,"min_comp"
3410297,114.79,"Amazon Marketplace",95,1827,100,105,114.79,"min_comp"
3409651,128.55,"Amazon Marketplace",95,1834,120.42,126.441,128.55,"min_comp"
3409652,133.46,"Amazon Marketplace",95,1836,120.42,126.441,133.46,"min_comp"
3409688,128.55,"Amazon Marketplace",95,1843,120.42,126.441,128.55,"min_comp"
3409718,179.23,"Amazon Marketplace",95,1856,163.54,171.717,179.23,"min_comp"
3409719,175.37,"Amazon Marketplace",95,1858,163.54,171.717,175.37,"min_comp"
3409933,179.36,"Amazon",95,1865,112.99,118.6395,179.36,"min_comp"
3409938,179.03,"Amazon",95,1868,112.99,118.6395,179.03,"min_comp"
3409956,163.73,"Amazon",95,1875,112.99,118.6395,163.73,"min_comp"
3409981,180.26,"Amazon",95,1882,125,131.25,180.26,"min_comp"
3414031,100.85,"Amazon Marketplace",95,2131,98,102.9,102.9,"min_margin"
3414038,116.65,"Amazon",95,2132,98,102.9,116.65,"min_comp"
3414110,80.22,"Amazon Marketplace",95,2139,78,81.9,81.9,"min_margin"
3414161,100.81,"Amazon Marketplace",95,2144,98,102.9,102.9,"min_margin"
3414162,112.02,"Amazon Marketplace",95,2145,108,113.4,113.4,"min_margin"
3414206,111.89,"Amazon Marketplace",95,2154,108,113.4,113.4,"min_margin"
3414248,112.02,"Amazon Marketplace",95,2161,108,113.4,113.4,"min_margin"
3414250,137.76,"Amazon",95,2162,118,123.9,137.76,"min_comp"
3414270,122.79,"Amazon Marketplace",95,2164,118,123.9,123.9,"min_margin"
3400090,124.29,"Amazon Marketplace",95,2598,120,126,126,"min_margin"
5837822,173.79,"Amazon",95,3924,187,196.35,196.35,"min_margin"
5841867,187.92,"Amazon",95,3928,187,196.35,196.35,"min_margin"
5841868,180.69,"Amazon",95,3931,187,196.35,196.35,"min_margin"
5833497,167.72,"Amazon",95,3932,157,164.85,167.72,"min_comp"
5843198,179.53,"Amazon",95,3935,157,164.85,179.53,"min_comp"
5841077,189.65,"Amazon Marketplace",95,3937,187,196.35,196.35,"min_margin"
5841082,137.65,"Amazon Marketplace",95,3956,127,133.35,137.65,"min_comp"
5843722,214.39,"Amazon",95,3978,187,196.35,214.39,"min_comp"
5820982,213.3,"Amazon",95,3991,187,196.35,213.3,"min_comp"
5827542,213.3,"Amazon",95,3992,187,196.35,213.3,"min_comp"
5833623,207.9,"Amazon",95,4010,187,196.35,207.9,"min_comp"
5833633,213.3,"Amazon",95,4016,187,196.35,213.3,"min_comp"
5833738,140.4,"Amazon",95,4039,127,133.35,140.4,"min_comp"
5833742,126.9,"Amazon",95,4043,117,122.85,126.9,"min_comp"
5833743,142.56,"Amazon",95,4044,137,143.85,143.85,"min_margin"
5833747,171.18,"Amazon",95,4047,157,164.85,171.18,"min_comp"
5834567,113.56,"Amazon",95,4052,92.06,96.663,113.56,"min_comp"
5834568,93.59,"Amazon",95,4053,87.46,91.833,93.59,"min_comp"
5834573,122.92,"Amazon",95,4058,108.16,113.568,122.92,"min_comp"
5834218,95.58,"Amazon Marketplace",95,4077,132,138.6,138.6,"min_margin"
5836353,151.63,"Amazon",95,4082,118.72,124.656,151.63,"min_comp"
5838292,140.4,"Amazon",95,4084,127,133.35,140.4,"min_comp"
5838293,171.18,"Amazon",95,4086,157,164.85,171.18,"min_comp"
5838298,126.9,"Amazon",95,4092,117,122.85,126.9,"min_comp"
5837748,130.05,"Amazon Marketplace",95,4099,77.33,81.1965,130.05,"min_comp"
5849068,146.97,"Amazon Marketplace",95,4100,113,118.65,146.97,"min_comp"
5838303,213.3,"Amazon",95,4130,187,196.35,213.3,"min_comp"
5841037,140.4,"Amazon",95,4139,127,133.35,140.4,"min_comp"
5841038,213.3,"Amazon",95,4140,187,196.35,213.3,"min_comp"
5841042,126.9,"Amazon",95,4145,117,122.85,126.9,"min_comp"
5841043,142.56,"Amazon",95,4146,137,143.85,143.85,"min_margin"
5837983,121.99,"Amazon",95,4170,96.66,101.493,121.99,"min_comp"
5841297,218.35,"Amazon",95,4223,173.34,182.007,218.35,"min_comp"
5837987,125.61,"Amazon",95,4244,108.16,113.568,125.61,"min_comp"
5841087,134.48,"Amazon Marketplace",95,4267,127,133.35,134.48,"min_comp"
5841787,159.3,"Amazon",95,4282,157,164.85,164.85,"min_margin"
5841793,213.3,"Amazon",95,4292,187,196.35,213.3,"min_comp"
5843072,191.52,"Amazon",95,4307,149.59,157.0695,191.52,"min_comp"
5843073,192.2,"Amazon",95,4308,156.24,164.052,192.2,"min_comp"
5842053,213.3,"Amazon",95,4311,187,196.35,213.3,"min_comp"
5842062,213.3,"Amazon",95,4320,187,196.35,213.3,"min_comp"
5842222,140.4,"Amazon",95,4327,127,133.35,140.4,"min_comp"
5842223,171.18,"Amazon",95,4328,157,164.85,171.18,"min_comp"
5842232,171.18,"Amazon",95,4338,157,164.85,171.18,"min_comp"
5842233,213.3,"Amazon",95,4339,187,196.35,213.3,"min_comp"
5841552,106.56,"Amazon Marketplace",95,4361,109,114.45,114.45,"min_margin"
5841263,100.89,"Amazon",95,4377,74.57,78.2985,100.89,"min_comp"
5842518,135.24,"Amazon",95,4385,114.45,120.1725,135.24,"min_comp"
5834173,108.49,"Amazon Marketplace",95,4414,93,97.65,108.49,"min_comp"
5834217,93.02,"Amazon Marketplace",95,4421,111,116.55,116.55,"min_margin"
5841592,100.89,"Amazon",95,4435,97,101.85,101.85,"min_margin"
5842897,213.3,"Amazon",95,4487,187,196.35,213.3,"min_comp"
5842898,213.3,"Amazon",95,4488,187,196.35,213.3,"min_comp"
5842907,126.9,"Amazon",95,4489,117,122.85,126.9,"min_comp"
5841862,140.94,"Amazon Marketplace",95,4517,137,143.85,143.85,"min_margin"
5846093,223.18,"Amazon",95,4547,185.21,194.4705,223.18,"min_comp"
5842188,129.35,"Amazon",95,4552,105.41,110.6805,129.35,"min_comp"
5846928,316.1,"Amazon",95,4585,258.82,271.761,316.1,"min_comp"
5846722,162,"Amazon",95,4587,127,133.35,162,"min_comp"
5846732,207.9,"Amazon",95,4589,187,196.35,207.9,"min_comp"
5846737,213.3,"Amazon",95,4594,187,196.35,213.3,"min_comp"
5849202,176.01,"Amazon",95,4598,149.59,157.0695,176.01,"min_comp"
5849203,206.22,"Amazon",95,4599,185.21,194.4705,206.22,"min_comp"
5842532,144.78,"Amazon Marketplace",95,4601,140,147,147,"min_margin"
5842068,94.42,"Amazon Marketplace",95,4631,135,141.75,141.75,"min_margin"
5846892,129.14,"Amazon",95,4690,105.41,110.6805,129.14,"min_comp"
5842477,116.83,"Amazon",95,4701,92.06,96.663,116.83,"min_comp"
5842528,135.95,"Amazon Marketplace",95,4706,127,133.35,135.95,"min_comp"
5843027,125.96,"Amazon",95,4750,105.41,110.6805,125.96,"min_comp"
5843032,84.77,"Amazon",95,4755,76.41,80.2305,84.77,"min_comp"
5842752,106.95,"Amazon Marketplace",95,4883,113,118.65,118.65,"min_margin"
5842753,113.27,"Amazon Marketplace",95,4884,133,139.65,139.65,"min_margin"
5849117,92.37,"Amazon",95,4895,87.46,91.833,92.37,"min_comp"
5849118,85.71,"Amazon",95,4896,74.57,78.2985,85.71,"min_comp"
5846257,145.54,"Amazon",95,4927,147,154.35,154.35,"min_margin"
5846743,207.9,"Amazon",95,4930,187,196.35,207.9,"min_comp"
5843158,118.31,"Amazon Marketplace",95,4994,133,139.65,139.65,"min_margin"
5846237,112.65,"Amazon Marketplace",95,5024,102,107.1,112.65,"min_comp"
5843727,145.8,"Amazon Marketplace",95,5062,140,147,147,"min_margin"
5841732,228.75,"Amazon Marketplace",95,5237,199.99,209.9895,228.75,"min_comp"
5833453,238.09,"Amazon",95,5282,177.8,186.69,238.09,"min_comp"
5834497,136.79,"Amazon Marketplace",95,5302,125,131.25,136.79,"min_comp"
5834498,128.11,"Amazon Marketplace",95,5303,125,131.25,131.25,"min_margin"
5837737,146.43,"Amazon Marketplace",95,5316,142.72,149.856,149.856,"min_margin"
5837738,191.33,"Amazon Marketplace",95,5317,185,194.25,194.25,"min_margin"
5837742,145.73,"Amazon",95,5319,125,131.25,145.73,"min_comp"
5837743,184.29,"Amazon Marketplace",95,5320,142.72,149.856,184.29,"min_comp"
5841933,164.32,"Amazon Marketplace",95,5339,149.99,157.4895,164.32,"min_comp"
5841938,226.36,"Amazon Marketplace",95,5343,145,152.25,226.36,"min_comp"
5846323,228.77,"Amazon Marketplace",95,5418,200,210,228.77,"min_comp"
5846328,355.03,"Amazon Marketplace",95,5419,195,204.75,355.03,"min_comp"
5846332,179.21,"Amazon Marketplace",95,5423,160,168,179.21,"min_comp"
5842318,175.85,"Amazon",95,5467,125,131.25,175.85,"min_comp"
5842688,196.89,"Amazon",95,5474,139.74,146.727,196.89,"min_comp"
5842703,156.32,"Amazon Marketplace",95,5484,142.72,149.856,156.32,"min_comp"
5842802,140.83,"Amazon Marketplace",95,5498,142,149.1,149.1,"min_margin"
5842808,122.54,"Amazon Marketplace",95,5501,125,131.25,131.25,"min_margin"
5847108,210.9,"Amazon Marketplace",95,5539,185,194.25,210.9,"min_comp"
5847172,122.54,"Amazon Marketplace",95,5550,125,131.25,131.25,"min_margin"
5847173,135.21,"Amazon Marketplace",95,5551,142.72,149.856,149.856,"min_margin"
5847183,207.87,"Amazon Marketplace",95,5559,180.36,189.378,207.87,"min_comp"
5847357,115.49,"Amazon Marketplace",95,5565,121.9,127.995,127.995,"min_margin"
5849013,183.44,"Amazon",95,5577,125,131.25,183.44,"min_comp"
5849057,171.5,"Amazon Marketplace",95,5587,179.36,188.328,188.328,"min_margin"
5833647,189.95,"Amazon Marketplace",95,5597,155,162.75,189.95,"min_comp"
5847028,193.34,"Amazon Marketplace",95,5620,294.99,309.7395,309.7395,"min_margin"
5846748,238.88,"Amazon Marketplace",95,5626,195,204.75,238.88,"min_comp"
5833757,141.31,"Amazon Marketplace",95,5634,142,149.1,149.1,"min_margin"
5833758,147.08,"Amazon Marketplace",95,5635,152,159.6,159.6,"min_margin"
5834158,166.6,"Amazon Marketplace",95,5654,195,204.75,204.75,"min_margin"
5842952,227.21,"Amazon Marketplace",95,5667,227,238.35,238.35,"min_margin"
5842917,164.11,"Amazon Marketplace",95,5679,175,183.75,183.75,"min_margin"
5837672,122.3,"Amazon Marketplace",95,5701,179.36,188.328,188.328,"min_margin"
5838308,141.31,"Amazon Marketplace",95,5707,142,149.1,149.1,"min_margin"
5842252,237.24,"Amazon Marketplace",95,5722,179,187.95,237.24,"min_comp"
5842253,186.22,"Amazon Marketplace",95,5723,239,250.95,250.95,"min_margin"
5842278,651.3,"Amazon Marketplace",95,5724,227,238.35,651.3,"min_comp"
5837678,164.79,"Amazon Marketplace",95,5736,155,162.75,164.79,"min_comp"
5841357,203.37,"Amazon Marketplace",95,5763,189,198.45,203.37,"min_comp"
5841358,131.29,"Amazon Marketplace",95,5764,197,206.85,206.85,"min_margin"
5841427,105.21,"Amazon Marketplace",95,5777,145,152.25,152.25,"min_margin"
5841428,178.65,"Amazon Marketplace",95,5778,175,183.75,183.75,"min_margin"
5841437,277.3,"Amazon Marketplace",95,5785,248.11,260.5155,277.3,"min_comp"
5841438,260.56,"Amazon Marketplace",95,5786,249.61,262.0905,262.0905,"min_margin"
5842773,210.24,"Amazon",95,5850,152.3,159.915,210.24,"min_comp"
5842947,227.31,"Amazon Marketplace",95,5877,212,222.6,227.31,"min_comp"
5847008,155.64,"Amazon Marketplace",95,5885,145,152.25,155.64,"min_comp"
5847332,175.5,"Amazon Marketplace",95,5913,145,152.25,175.5,"min_comp"
5841798,94.42,"Amazon Marketplace",95,5934,145,152.25,152.25,"min_margin"
5833987,217.72,"Amazon Marketplace",95,5963,229.45,240.9225,240.9225,"min_margin"
5834487,123.84,"Amazon Marketplace",95,5980,125,131.25,131.25,"min_margin"
5833407,243.41,"Amazon Marketplace",95,5991,235.46,247.233,247.233,"min_margin"
5842067,191.84,"Amazon Marketplace",95,5996,195,204.75,204.75,"min_margin"
5842727,141.35,"Amazon Marketplace",95,6054,165,173.25,173.25,"min_margin"
5842832,187.76,"Amazon Marketplace",95,6064,185,194.25,194.25,"min_margin"
5843132,97.18,"Amazon Marketplace",95,6091,105,110.25,110.25,"min_margin"
5847122,250.4,"Amazon",95,6107,185.01,194.2605,250.4,"min_comp"
5847137,301.97,"Amazon Marketplace",95,6120,295,309.75,309.75,"min_margin"
5847363,134.95,"Amazon Marketplace",95,6140,111.5,117.075,134.95,"min_comp"
5849043,144.26,"Amazon Marketplace",95,6147,150.3,157.815,157.815,"min_margin"
7133619,51.52,"Amazon",95,6632,31.49,33.0645,51.52,"min_comp"
7133624,46.86,"Amazon",95,6637,17.49,18.3645,46.86,"min_comp"
7133629,44.99,"Amazon",95,6642,34.99,36.7395,44.99,"min_comp"
7133639,48.99,"Amazon",95,6652,34.29,36.0045,48.99,"min_comp"
7133689,44.99,"Amazon",95,6655,31.49,33.0645,44.99,"min_comp"
2575137,14.99,"Amazon Marketplace",95,33031,61.22,64.281,64.281,"min_margin"
2575137,14.99,"Amazon Marketplace",95,33031,58.77,61.7085,61.7085,"min_margin"
3121872,130.79,"Amazon",95,33047,114.48,120.204,130.79,"min_comp"
3121872,130.79,"Amazon",95,33047,109.9,115.395,130.79,"min_comp"
1786895,114,"Amazon Marketplace",95,34714,66.01,69.3105,114,"min_comp"
1786917,108.87,"Amazon",95,34722,82.09,86.1945,108.87,"min_comp"
1786922,134.97,"Amazon",95,34723,88.14,92.547,134.97,"min_comp"
1786929,109.84,"Amazon",95,34725,83.24,87.402,109.84,"min_comp"
1786948,102.13,"Amazon",95,34730,77.3,81.165,102.13,"min_comp"
1786952,103.49,"Amazon Marketplace",95,34731,81.43,85.5015,103.49,"min_comp"
1786956,89.14,"Amazon",95,34733,66.42,69.741,89.14,"min_comp"
1786960,109.29,"Amazon",95,34737,76.45,80.2725,109.29,"min_comp"
1787551,71.64,"Amazon",95,34746,54.94,57.687,71.64,"min_comp"
1787553,78.87,"Amazon",95,34747,55.15,57.9075,78.87,"min_comp"
1787555,80.93,"Amazon",95,34749,59.79,62.7795,80.93,"min_comp"
1787559,61.25,"Amazon Marketplace",95,34753,49.72,52.206,61.25,"min_comp"
1787560,83.63,"Amazon",95,34754,54.14,56.847,83.63,"min_comp"
1787562,94.75,"Amazon",95,34756,61.69,64.7745,94.75,"min_comp"
1787563,73.55,"Amazon Marketplace",95,34757,62.78,65.919,73.55,"min_comp"
1787569,73.69,"Amazon",95,34761,43.54,45.717,73.69,"min_comp"
1787570,56.99,"Amazon Marketplace",95,34762,45.69,47.9745,56.99,"min_comp"
1787571,61.27,"Amazon",95,34763,52.18,54.789,61.27,"min_comp"
1787575,73.76,"Amazon",95,34767,57.24,60.102,73.76,"min_comp"
1787391,163.82,"Amazon",95,34885,121.47,127.5435,163.82,"min_comp"
1787414,210.05,"Amazon",95,34901,152.89,160.5345,210.05,"min_comp"
1787424,250.38,"Amazon",95,34909,181.18,190.239,250.38,"min_comp"
1787599,141.99,"Amazon",95,34930,98.24,103.152,141.99,"min_comp"
1787599,141.99,"Amazon",95,34930,102.33,107.4465,141.99,"min_comp"
1787612,70.56,"Amazon",95,34942,59.14,62.097,70.56,"min_comp"
1787612,70.56,"Amazon",95,34942,56.77,59.6085,70.56,"min_comp"
1787613,85.8,"Amazon",95,34943,61.28,64.344,85.8,"min_comp"
1787613,85.8,"Amazon",95,34943,58.83,61.7715,85.8,"min_comp"
1787622,74.06,"Amazon",95,34950,52.27,54.8835,74.06,"min_comp"
1787622,74.06,"Amazon",95,34950,50.18,52.689,74.06,"min_comp"
1787338,127.98,"Amazon",95,34973,82.21,86.3205,127.98,"min_comp"
1787338,127.98,"Amazon",95,34973,85.63,89.9115,127.98,"min_comp"
1787359,132.47,"Amazon",95,34994,111.53,117.1065,132.47,"min_comp"
1787359,132.47,"Amazon",95,34994,116.18,121.989,132.47,"min_comp"
1787361,154.56,"Amazon",95,34996,115.37,121.1385,154.56,"min_comp"
1787361,154.56,"Amazon",95,34996,110.76,116.298,154.56,"min_comp"
66103524,140.74,"Amazon",95,35671,106.18,111.489,140.74,"min_comp"
66103599,64,"Walmart",95,35746,51.81,54.4005,64,"min_comp"
66103602,84.59,"Amazon",95,35749,64.02,67.221,84.59,"min_comp"
66103609,86.17,"Walmart",95,35756,70.17,73.6785,86.17,"min_comp"
66103612,101.89,"Amazon",95,35759,77.41,81.2805,101.89,"min_comp"
66103614,98.55,"Amazon",95,35761,74.58,78.309,98.55,"min_comp"
66103617,112.23,"Amazon",95,35764,86.46,90.783,112.23,"min_comp"
66103619,99.89,"Amazon",95,35766,74.61,78.3405,99.89,"min_comp"
66103622,108.78,"Walmart",95,35769,90.07,94.5735,108.78,"min_comp"
66103624,113.69,"Amazon",95,35771,88,92.4,113.69,"min_comp"
66104202,130.11,"Amazon",95,35849,82.92,87.066,130.11,"min_comp"
66104214,191.5,"Amazon",95,35861,164.76,172.998,191.5,"min_comp"
66104217,160.06,"Amazon Marketplace",95,35864,134.97,141.7185,160.06,"min_comp"
66104222,174.11,"Amazon Marketplace",95,35870,141.63,148.7115,174.11,"min_comp"
66104227,172.21,"Amazon Marketplace",95,35875,143.14,150.297,172.21,"min_comp"
66104244,145,"Amazon",95,35892,106.85,112.1925,145,"min_comp"
66104254,181.67,"Amazon",95,35902,119.58,125.559,181.67,"min_comp"
66104272,152.93,"Amazon",95,35920,123.21,129.3705,152.93,"min_comp"
66104297,168.23,"Amazon",95,35945,121.88,127.974,168.23,"min_comp"
87169960,118.62,"Amazon",95,35976,87.35,91.7175,118.62,"min_comp"
